ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
ITEM: TIMESTEP
1000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS v_fs v_soc 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
ITEM: TIMESTEP
1500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS v_fs v_soc 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
0 0 
ITEM: TIMESTEP
2000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS v_fs v_soc 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
2.09923 1.18799 
2.09923 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
3.54016 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
3.54016 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
2.30063 1.18799 
4.83085 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
2.30063 1.18799 
4.83085 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
2.07855 1.18799 
2.07855 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
0 1.18799 
ITEM: TIMESTEP
2500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS v_fs v_soc 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
1.91525 5.59718 
1.91525 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
2.27479 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
2.22048 5.59718 
2.22048 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
2.27479 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
6.42266 5.59718 
4.33449 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
1.88396 5.59718 
1.87928 5.59718 
0 5.59718 
2.08816 5.59718 
2.63765 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
1.88396 5.59718 
1.87928 5.59718 
0 5.59718 
0 5.59718 
13.7463 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
11.1087 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
3.35911 5.59718 
6.22098 5.59718 
17.908 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
3.35911 5.59718 
6.22098 5.59718 
17.908 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
2.15487 5.59718 
0 5.59718 
4.14468 5.59718 
4.14468 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
2.15487 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
1.99966 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
1.9323 5.59718 
1.9323 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
1.99966 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
1.90033 5.59718 
1.90033 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
0 5.59718 
ITEM: TIMESTEP
3000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS v_fs v_soc 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
3.12441 19.1596 
3.12441 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
2.2005 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
3.41963 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
3.77471 19.1596 
5.97521 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
3.41963 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
2.37132 19.1596 
2.37132 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
1.91169 19.1596 
0 19.1596 
0 19.1596 
2.28599 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
13.0752 19.1596 
9.58637 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
1.91169 19.1596 
0 19.1596 
0 19.1596 
2.28599 19.1596 
3.31748 19.1596 
3.51965 19.1596 
2.68269 19.1596 
10.2883 19.1596 
9.17201 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
3.31748 19.1596 
3.51965 19.1596 
2.68269 19.1596 
5.73688 19.1596 
46.5897 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
2.26474 19.1596 
40.745 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
1.92098 19.1596 
0 19.1596 
0 19.1596 
8.10753 19.1596 
19.4319 19.1596 
71.2901 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
1.92098 19.1596 
2.46044 19.1596 
2.20309 19.1596 
8.10753 19.1596 
24.626 19.1596 
76.0387 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
2.46044 19.1596 
5.82316 19.1596 
0 19.1596 
11.306 19.1596 
10.8606 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
3.62006 19.1596 
0 19.1596 
3.08173 19.1596 
3.08173 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
1.81482 19.1596 
2.96466 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
2.13672 19.1596 
2.13672 19.1596 
3.54242 19.1596 
3.54242 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
2.05954 19.1596 
1.81482 19.1596 
2.96466 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
3.2765 19.1596 
3.2765 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
2.05954 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
0 19.1596 
ITEM: TIMESTEP
3500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS v_fs v_soc 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
1.84704 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
5.24718 60.8881 
5.24718 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
1.84704 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
5.06607 60.8881 
2.19168 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
5.13385 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
6.62034 60.8881 
12.0752 60.8881 
2.58045 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
5.13385 60.8881 
0 60.8881 
1.85043 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
3.81618 60.8881 
4.03955 60.8881 
4.65727 60.8881 
4.65727 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.85138 60.8881 
1.85043 60.8881 
0 60.8881 
3.67287 60.8881 
2.49935 60.8881 
1.82102 60.8881 
3.8895 60.8881 
28.161 60.8881 
22.2612 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.31204 60.8881 
2.85138 60.8881 
2.70238 60.8881 
0 60.8881 
3.67287 60.8881 
8.63645 60.8881 
7.02156 60.8881 
7.93794 60.8881 
21.0763 60.8881 
21.9961 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
1.9741 60.8881 
0 60.8881 
2.31204 60.8881 
0 60.8881 
2.70238 60.8881 
0 60.8881 
0 60.8881 
6.1371 60.8881 
7.02156 60.8881 
8.61851 60.8881 
15.8296 60.8881 
178.177 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
1.9741 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.52567 60.8881 
6.54353 60.8881 
164.995 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
1.83137 60.8881 
0 60.8881 
3.23591 60.8881 
2.15802 60.8881 
2.02244 60.8881 
21.6603 60.8881 
73.6177 60.8881 
248.329 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
3.83769 60.8881 
1.81029 60.8881 
5.30096 60.8881 
6.42951 60.8881 
6.04278 60.8881 
23.8092 60.8881 
78.8839 60.8881 
260.401 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
1.94053 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.00632 60.8881 
1.81029 60.8881 
2.06504 60.8881 
6.53239 60.8881 
10.2865 60.8881 
4.35114 60.8881 
23.4718 60.8881 
23.3793 60.8881 
0 60.8881 
2.18372 60.8881 
0 60.8881 
1.94053 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.26089 60.8881 
6.26613 60.8881 
6.42004 60.8881 
8.59784 60.8881 
6.32997 60.8881 
0 60.8881 
2.18372 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.50545 60.8881 
4.41031 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
3.0343 60.8881 
7.00856 60.8881 
8.92415 60.8881 
6.89986 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.87446 60.8881 
2.50545 60.8881 
4.41031 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
5.9033 60.8881 
5.9033 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.87446 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
0 60.8881 
2.12109 60.8881 
4.18613 60.8881 
2.06504 60.8881 
ITEM: TIMESTEP
4000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS v_fs v_soc 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
2.46504 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
2.32839 165.58 
2.32839 165.58 
9.01978 165.58 
9.01978 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
2.46504 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
2.06034 165.58 
3.88397 165.58 
1.88535 165.58 
9.36307 165.58 
3.77995 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
7.67832 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
1.82363 165.58 
11.8981 165.58 
20.2625 165.58 
4.66657 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
0 165.58 
7.67832 165.58 
0 165.58 
2.6815 165.58 
0 165.58 
1.94233 165.58 
2.1072 165.58 
7.77392 165.58 
8.06984 165.58 
11.9569 165.58 
9.78932 165.58 
2.28624 165.58 
0 165.58 
0 165.58 
1.97473 165.58 
0 165.58 
0 165.58 
4.33464 165.58 
2.6815 165.58 
0 165.58 
7.98609 165.58 
4.2858 165.58 
5.25931 165.58 
6.00281 165.58 
62.7235 165.58 
56.6926 165.58 
4.3494 165.58 
0 165.58 
0 165.58 
1.97473 165.58 
2.01564 165.58 
3.41467 165.58 
4.33464 165.58 
4.25718 165.58 
2.24328 165.58 
6.04377 165.58 
16.1182 165.58 
17.1942 165.58 
20.051 165.58 
52.0099 165.58 
70.0935 165.58 
2.06316 165.58 
0 165.58 
0 165.58 
2.54538 165.58 
2.01564 165.58 
3.41467 165.58 
0 165.58 
4.25718 165.58 
2.24328 165.58 
1.83564 165.58 
11.8324 165.58 
14.7381 165.58 
19.5287 165.58 
