ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_fd v_fs c_fg v_d1 
6.36994 12.2951 855.853 0 0 0 
7.69398 12.3008 847.021 0 0 0 
8.98069 12.2751 851.184 0 0 0 
10.2664 12.3221 864.278 0 0 0 
11.5544 12.3032 869.541 0 0 0 
12.8825 12.2914 860.673 0 0 0 
14.1916 12.2813 862.667 0 0 0 
15.4191 12.279 901.85 0 0 0 
16.7998 12.1804 870.951 0 0 0 
18.0148 12.1536 937.059 0 0 0 
19.2355 12.1075 1051.21 0 0 0 
1.1864 13.6387 854.38 0 0 0 
2.4882 13.6199 853.337 0 0 0 
3.75833 13.5572 859.895 0 0 0 
5.05433 13.6092 868.911 0 0 0 
6.37085 13.5856 860.785 0 0 0 
7.64137 13.546 869.284 0 0 0 
8.98156 13.5424 854.884 0 0 0 
10.255 13.5665 873.544 0 0 0 
11.5751 13.5629 871.383 0 0 0 
12.8913 13.5532 873.054 0 0 0 
14.1629 13.507 884.887 0 0 0 
15.418 13.5271 927.861 0 0 0 
16.6683 13.4679 955.472 0 0 0 
18.0093 13.4139 993.025 0 0 0 
19.1685 13.3279 1058.09 0 0 0 
1.17808 14.8715 855.403 0 0 0 
2.48788 14.9195 860.98 0 0 0 
3.79869 14.8813 852.877 0 0 0 
5.01955 14.8335 879.233 0 0 0 
6.35697 14.8837 875.918 0 0 0 
7.69117 14.8712 864.774 0 0 0 
8.99783 14.8379 860.829 0 0 0 
10.2553 14.8281 881.213 0 0 0 
11.5523 14.8532 899.079 0 0 0 
12.8968 14.8131 888.487 0 0 0 
14.1584 14.758 902.653 0 0 0 
15.4451 14.7185 921.378 0 0 0 
16.7021 14.7277 977.812 0 0 0 
17.957 14.7144 1040.74 0 0 0 
19.1959 14.7218 1125.73 0 0 0 
1.17992 16.1884 864.272 0 0 0 
2.51593 16.1308 843.023 0 0 0 
3.76836 16.1678 871.607 0 0 0 
5.01807 16.1787 896.892 0 0 0 
6.36427 16.1198 871.325 0 0 0 
7.68496 16.2079 892.13 0 0 0 
8.91615 16.1795 917.017 0 0 0 
10.2143 16.114 909.29 0 0 0 
11.5345 16.0981 910.961 0 0 0 
12.8182 16.1079 936.828 0 0 0 
14.153 16.1023 952.977 0 0 0 
15.4538 16.0779 980.825 0 0 0 
16.6475 15.9536 985.609 0 0 0 
17.9112 15.9538 1041.76 0 0 0 
19.1245 16.0048 1123.78 0 0 0 
1.21864 17.4991 861.258 0 0 0 
2.4883 17.4619 869.035 0 0 0 
3.76437 17.4613 882.269 0 0 0 
5.07518 17.4224 874.301 0 0 0 
6.35317 17.4696 900.886 0 0 0 
7.62272 17.412 903.272 0 0 0 
8.94722 17.3536 887.424 0 0 0 
10.26 17.3717 901.046 0 0 0 
11.4907 17.3819 938.992 0 0 0 
12.7708 17.3617 955.512 0 0 0 
14.1199 17.3768 978.134 0 0 0 
15.3596 17.3204 997.445 0 0 0 
16.621 17.305 1034.43 0 0 0 
17.946 17.267 1067.75 0 0 0 
19.1516 17.2675 1118.11 0 0 0 
1.1524 18.7412 882.355 0 0 0 
2.49366 18.7217 868.02 0 0 0 
3.75928 18.7527 893.634 0 0 0 
5.03738 18.7366 903.369 0 0 0 
6.38926 18.6636 873.308 0 0 0 
7.64635 18.6714 898.187 0 0 0 
8.95254 18.7137 921.932 0 0 0 
10.2298 18.6573 923.192 0 0 0 
11.5006 18.6321 938.085 0 0 0 
12.7754 18.6828 983.962 0 0 0 
14.0821 18.6444 994.176 0 0 0 
15.3575 18.6163 1017.75 0 0 0 
16.6146 18.5798 1042.23 0 0 0 
17.8628 18.5889 1088.19 0 0 0 
19.1239 18.6039 1136.76 0 0 0 
ITEM: TIMESTEP
3000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_fd v_fs c_fg v_d1 
1.35656 0.861307 799.106 0 0 0 
2.65919 0.827212 811.178 0 0 0 
3.96245 0.839286 814.761 0 0 0 
5.17056 0.845879 844.49 0 0 0 
6.51528 0.852127 841.541 0 0 0 
7.80217 0.891265 846.339 0 0 0 
9.11673 0.921224 849.367 0 0 0 
10.379 0.951841 864.829 0 0 0 
11.6874 0.92892 891.557 0 0 0 
12.9963 0.979235 901.655 0 0 0 
14.2621 0.985135 935.99 0 0 0 
15.5073 1.00611 970.382 0 0 0 
16.7474 0.950136 1033.88 0 0 0 
18.063 0.991114 1070.36 0 0 0 
19.2342 1.01069 1103.87 0 0 0 
1.37157 2.08593 799.675 0 0 0 
2.60257 2.09939 822.121 0 0 0 
3.96886 2.09097 811.032 0 0 0 
5.18064 2.11447 836.74 0 0 0 
6.54006 2.05507 843.706 0 0 0 
7.86294 2.16223 823.045 0 0 0 
9.13257 2.16499 842.44 0 0 0 
10.4449 2.20081 846.485 0 0 0 
11.6704 2.19719 881.706 0 0 0 
13.0154 2.22198 893.095 0 0 0 
14.2467 2.2184 935.527 0 0 0 
15.4636 2.32907 942.524 0 0 0 
16.7643 2.29005 1002.18 0 0 0 
18.0268 2.40134 1017.05 1.91148 0 0 
19.2767 2.34738 1092.51 0 0 0 
1.36699 3.34921 796.645 0 0 0 
2.68378 3.36492 793.431 0 0 0 
3.95181 3.35203 809.789 0 0 0 
5.28888 3.40435 794.973 0 0 0 
6.51435 3.35591 832.382 0 0 0 
7.8538 3.44839 810.437 2.36697 0 0 
9.16205 3.43238 822.546 0 0 0 
10.4413 3.44462 838.539 0 0 0 
11.7284 3.43229 863.493 0 0 0 
12.9546 3.50436 879.543 0 0 0 
14.2732 3.50384 906.979 0 0 0 
15.505 3.55151 938.132 0 0 0 
16.842 3.58503 977.163 1.83777 0 0 
18.0011 3.5573 1048.55 3.74925 0 0 
19.2501 3.60683 1096.18 0 0 0 
1.40442 4.63703 777.278 0 0 0 
2.66136 4.63727 793.867 0 0 0 
4.02161 4.63722 778.714 0 0 0 
5.23902 4.6836 800.476 0 0 0 
6.57919 4.69252 791.44 0 0 0 
7.88692 4.58705 816.393 2.36697 0 0 
9.17258 4.6921 807.739 0 0 0 
10.4578 4.72906 814.355 0 0 0 
11.7364 4.76719 824.474 0 0 0 
13.0156 4.77884 844.983 0 0 0 
14.3982 4.77787 859.756 0 0 0 
15.6102 4.82086 900.765 0 0 0 
16.8248 4.86149 949.677 0 0 0 
18.0965 4.91275 1006.12 0 0 0 
19.327 4.88887 1101.37 0 0 0 
1.38935 5.9751 770.872 0 0 0 
2.71972 5.8911 771.721 0 0 0 
3.99179 5.92977 778.273 0 0 0 
5.23849 5.94186 796.123 0 0 0 
6.5757 5.97511 782.764 0 0 0 
7.87324 5.91768 795.732 0 0 0 
9.21575 6.01119 773.166 0 0 0 
10.4966 5.9548 796.049 0 0 0 
11.7978 6.02981 790.96 0 0 0 
13.0401 6.04051 817.6 0 0 0 
14.3584 6.08063 823.67 0 0 0 
15.5962 6.06852 872.597 0 0 0 
16.834 6.09422 924.509 0 0 0 
18.1462 6.18459 974.978 2.7642 0 0 
19.2729 6.18681 1077.14 2.7642 0 0 
1.37942 7.18702 776.316 0 0 0 
2.65382 7.21025 784.514 0 0 0 
3.99896 7.1928 771.683 0 0 0 
5.30659 7.17048 772.465 0 0 0 
6.60742 7.24485 766.842 0 0 0 
7.92086 7.26292 762.275 0 0 0 
9.16638 7.20598 788.502 0 0 0 
10.4619 7.24784 788.228 0 0 0 
11.8276 7.31373 763.109 0 0 0 
13.1109 7.23525 789.04 0 0 0 
14.3609 7.32085 799.353 0 0 0 
15.6603 7.35586 811.531 0 0 0 
16.961 7.36212 851.606 0 0 0 
18.1972 7.36933 946.234 0 0 0 
19.3853 7.46789 1065.23 0 0 0 
1.36671 8.40645 780.341 0 0 0 
2.67726 8.46083 775.375 0 0 0 
3.95157 8.45312 784.65 0 0 0 
5.32804 8.52995 756.062 0 0 0 
6.59668 8.48199 768.817 0 0 0 
7.88993 8.47007 772.224 0 0 0 
9.25536 8.49394 749.58 0 0 0 
10.4448 8.45663 790.164 0 0 0 
11.8347 8.57907 752.945 0 0 0 
13.0482 8.53192 786.423 0 0 0 
14.4057 8.50572 773.965 0 0 0 
15.7391 8.55267 764.624 0 0 0 
16.9583 8.61761 791.743 0 0 0 
18.2661 8.64827 824.376 1.85302 0 0 
19.4385 8.72769 988.197 14.1536 0 0 
1.42344 9.74277 757.791 0 0 0 
2.71069 9.82518 763.075 0 0 0 
3.97118 9.70707 776.239 0 0 0 
5.3403 9.70478 752.719 0 0 0 
6.62301 9.6932 758.714 0 0 0 
7.87952 9.78157 773.336 0 0 0 
9.22734 9.7933 757.121 0 0 0 
10.4647 9.77868 778.367 0 0 0 
11.774 9.78617 775.255 0 0 0 
13.0584 9.74142 780.469 0 0 0 
14.3778 9.76764 773.854 0 0 0 
15.659 9.78398 780.344 0 0 0 
16.9221 9.79478 792.974 1.8911 0 0 
18.3057 9.80632 764.59 5.30964 0 0 
19.546 9.71794 784.652 17.8026 0 0 
1.41682 11.0345 760.275 0 0 0 
2.68017 11.0172 772.984 0 0 0 
4.01754 11.0065 760.116 0 0 0 
5.34937 11.0542 750.586 0 0 0 
6.58589 11.0177 771.233 0 0 0 
7.86289 10.9847 778.362 0 0 0 
9.20022 11.0064 766.322 0 0 0 
10.4804 11.0665 775.919 0 0 0 
11.8303 10.996 756.331 0 0 0 
13.0917 11.0461 772.941 0 0 0 
14.3691 10.982 777.754 0 0 0 
15.7139 10.9465 762.035 0 0 0 
16.9646 10.9511 783.175 1.8911 0 0 
18.2906 10.9151 788.085 3.45662 0 0 
19.5286 10.8223 924.233 3.64898 0 0 
1.388 12.3549 774.263 0 0 0 
2.6708 12.3046 778.109 0 0 0 
3.90747 12.3134 800.409 0 0 0 
5.22919 12.2863 792.027 0 0 0 
6.57879 12.2775 775.593 0 0 0 
7.9062 12.2829 768.003 0 0 0 
9.19079 12.2524 771.929 0 0 0 
10.4741 12.3046 784.907 0 0 0 
11.7599 12.2812 790.344 0 0 0 
13.0915 12.265 783.814 0 0 0 
14.4008 12.25 788.16 0 0 0 
15.6159 12.2426 827.355 0 0 0 
17.005 12.1225 807.545 0 0 0 
18.1993 12.0804 885.498 0 0 0 
19.3868 12.0118 1031.2 0 0 0 
1.3976 13.6255 775.203 0 0 0 
2.69928 13.6031 774.421 0 0 0 
3.96489 13.5306 780.079 0 0 0 
5.26003 13.5889 789.198 0 0 0 
6.5787 13.5606 782.247 0 0 0 
7.84456 13.5139 790.095 0 0 0 
9.19013 13.5079 778.214 0 0 0 
10.4589 13.5332 796.785 0 0 0 
11.781 13.5264 797.119 0 0 0 
13.0981 13.5116 801.983 0 0 0 
14.3634 13.4543 816.138 0 0 0 
15.6081 13.4712 862.775 0 0 0 
16.8451 13.3959 897.335 0 0 0 
18.1804 13.3239 955.049 2.8023 0 0 
19.301 13.2169 1034.81 2.8023 0 0 
1.38721 14.8444 777.259 0 0 0 
2.69789 14.8981 783.452 0 0 0 
4.00997 14.8532 776.407 0 0 0 
5.21888 14.7972 800.071 0 0 0 
6.56119 14.8529 799.017 0 0 0 
7.89973 14.8367 790.415 0 0 0 
9.20651 14.7963 788.198 0 0 0 
10.4566 14.7823 808.449 0 0 0 
11.7514 14.8077 828.525 0 0 0 
13.1001 14.7577 823.759 0 0 0 
14.3529 14.6898 841.242 0 0 0 
15.6327 14.6386 866.872 0 0 0 
16.8756 14.6422 931.011 0 0 0 
18.1124 14.6199 1004.68 0 0 0 
19.3265 14.6231 1099.92 0 0 0 
1.38818 16.1596 787.701 0 0 0 
2.72883 16.0923 768.745 0 0 0 
3.97375 16.1332 795.861 0 0 0 
5.21546 16.1441 819.774 0 0 0 
6.5677 16.0747 797.608 0 0 0 
7.89027 16.1732 820.306 0 0 0 
9.11016 16.1381 843.932 2.0299 0 0 
10.4065 16.0602 838.846 0 0 0 
11.7274 16.0385 844.652 0 0 0 
13.0056 16.0455 873.669 0 0 0 
14.3412 16.0341 896.996 0 0 0 
15.6362 16.0008 932.208 0 0 0 
16.807 15.8532 942.912 0 0 0 
18.0547 15.8482 1008.12 0 0 0 
19.2424 15.9031 1095.17 0 0 0 
1.43117 17.4679 788.03 0 0 0 
2.69564 17.4239 795.436 0 0 0 
3.96749 17.4215 808.579 0 0 0 
5.27907 17.3751 802.499 0 0 0 
6.55272 17.427 829.197 0 0 0 
7.81658 17.3587 832.364 0 0 0 
9.14308 17.2891 820.376 2.0299 0 0 
10.4555 17.3066 837.239 0 0 0 
11.6734 17.3149 875.219 0 0 0 
12.9471 17.2878 895.366 0 0 0 
14.2986 17.3006 925.527 0 0 0 
15.5235 17.2315 949.588 0 0 0 
16.7717 17.2093 992.873 0 0 0 
18.0904 17.1619 1037.02 0 0 0 
19.2713 17.1601 1091.98 0 0 0 
1.35388 18.6981 808.496 0 0 0 
2.70016 18.6741 797.046 0 0 0 
3.95982 18.7078 822.08 0 0 0 
5.23366 18.6874 832.361 0 0 0 
6.59188 18.6015 807.028 0 0 0 
7.84108 18.608 831.963 0 0 0 
9.1461 18.6536 858.012 0 0 0 
10.4176 18.5859 861.961 0 0 0 
11.6812 18.5537 879.557 0 0 0 
12.9483 18.6081 927.711 0 0 0 
14.2511 18.5602 944.183 0 0 0 
15.5169 18.5241 973.307 0 0 0 
16.7605 18.4788 1003.76 0 0 0 
17.9927 18.4863 1054.47 0 0 0 
19.2384 18.5016 1108.05 0 0 0 
ITEM: TIMESTEP
3500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_fd v_fs c_fg v_d1 
1.58402 0.918991 734.625 0 0 0 
2.88575 0.88319 747.684 0 0 0 
4.18828 0.898725 752.832 0 0 0 
5.38448 0.908291 780.859 0 0 0 
6.7327 0.917943 781.492 0 0 0 
8.01617 0.964239 788.418 0 0 0 
9.33 1.00077 795.038 0 0 0 
10.585 1.03827 812.69 0 0 0 
11.8906 1.01678 843.338 0 0 0 
13.1959 1.07687 859.101 0 0 0 
14.452 1.08769 897.451 0 0 0 
15.684 1.11515 936.086 0 0 0 
16.9089 1.05671 1002.15 0 0 0 
18.2166 1.10536 1046.18 2.16703 0 0 
19.3625 1.12886 1082.54 2.16703 0 0 
1.60244 2.13038 733.315 0 0 0 
2.82455 2.14708 754.265 0 0 0 
4.19755 2.13979 746.622 0 0 0 
5.39811 2.16808 770.614 0 0 0 
6.76292 2.10461 781.007 0 0 0 
8.08692 2.22676 763.897 0 0 0 
9.35097 2.23303 784.665 0 0 0 
10.6621 2.27658 792.574 0 0 0 
11.8757 2.27648 828.609 0 0 0 
13.2214 2.30874 846.692 0 0 0 
14.4394 2.30947 891.799 0 0 0 
15.6402 2.43754 904.097 0 0 0 
16.9318 2.39893 970.329 0 0 0 
18.1796 2.52692 995.035 2.38841 0 0 
19.4108 2.46922 1073.63 0 0 0 
1.59892 3.38516 728.057 0 0 0 
2.91689 3.40427 726.146 0 0 0 
4.18053 3.3917 742.228 0 0 0 
5.5211 3.45203 729.995 0 0 0 
6.73688 3.40038 765.886 0 0 0 
8.07969 3.50592 747.589 3.18047 0 0 
9.38718 3.49135 761.944 0 0 0 
10.6619 3.50854 779.951 0 0 0 
11.9445 3.49899 807.811 0 0 0 
13.1588 3.58374 825.892 0 0 0 
14.4743 3.58869 859.873 0 0 0 
15.6915 3.64746 895.95 0 0 0 
17.0232 3.69101 945.836 2.59335 0 0 
18.1547 3.66507 1019.9 4.98175 0 0 
19.3834 3.72371 1076.2 0 0 0 
1.64204 4.66702 708.178 0 0 0 
2.89343 4.66862 723.763 0 0 0 
4.26018 4.67017 711.329 0 0 0 
5.46753 4.72346 731.09 0 0 0 
6.81161 4.73549 724.485 0 0 0 
8.11913 4.62073 750.613 3.18047 0 0 
9.40208 4.74027 743.537 0 0 0 
10.684 4.78469 751.911 0 0 0 
11.9581 4.83105 764.302 0 0 0 
13.2318 4.84879 788.14 0 0 0 
14.6193 4.85386 812.356 0 0 0 
15.815 4.90817 857.582 0 0 0 
17.0108 4.96058 913.199 0 0 0 
18.2661 5.02497 981.751 0 0 0 
19.4704 5.00337 1083.9 0 0 0 
1.62641 6.00451 699.785 0 0 0 
2.95981 5.91214 701.845 0 0 0 
4.2284 5.95637 707.89 0 0 0 
5.46862 5.97119 724.429 0 0 0 
6.80972 6.00985 712.983 0 0 0 
8.10633 5.94797 726.682 0 0 0 
9.45311 6.05432 706.762 0 0 0 
10.7306 5.99454 730.569 0 0 0 
12.0306 6.08142 727.722 0 0 0 
13.2642 6.09762 755.324 0 0 0 
14.5814 6.14791 767.059 0 0 0 
15.807 6.14152 820.746 0 0 0 
17.0295 6.17884 880.949 0 0 0 
18.3292 6.28973 949.876 4.55205 0 0 
19.4159 6.29997 1060.54 4.55205 0 0 
1.61614 7.20143 703.711 0 0 0 
2.88728 7.22801 711.161 0 0 0 
4.2375 7.20947 699.999 0 0 0 
5.54584 7.18564 701.27 0 0 0 
6.84662 7.26949 695.98 0 0 0 
8.16136 7.29098 692.263 0 0 0 
9.40016 7.22936 717.258 0 0 0 
10.6947 7.27794 717.576 0 0 0 
12.0673 7.35385 695.799 0 0 0 
13.3474 7.27031 723.4 0 0 0 
14.5901 7.36979 734.49 1.84261 0 0 
15.8865 7.41521 752.036 0 0 0 
17.1812 7.43189 803.704 0 0 0 
18.3975 7.45322 916.725 1.93649 0 0 
19.5461 7.5769 1058.96 1.93649 0 0 
1.60247 8.40661 706.594 0 0 0 
2.91401 8.46748 701.972 0 0 0 
4.18531 8.45933 710.455 0 0 0 
5.57061 8.54527 684.414 1.95709 0 0 
6.83556 8.49253 696.232 0 0 0 
8.12795 8.48 699.531 0 0 0 
9.50086 8.50743 679.176 0 0 0 
10.6773 8.46706 716.378 0 0 0 
12.0776 8.60437 682.242 0 0 0 
13.2808 8.55389 713.44 0 0 0 
14.6443 8.5277 704.11 1.84261 0 0 
15.9807 8.58383 697.831 0 0 0 
17.1889 8.66188 725.69 2.3823 0 0 
18.4918 8.70876 776.685 6.06823 0 0 
19.6225 8.82122 1008.37 45.4163 0 0 
1.6659 9.74193 685.671 0 0 0 
2.9515 9.83388 690.452 0 0 0 
4.20742 9.7021 702.363 0 0 0 
5.58453 9.69954 681.081 1.95709 0 0 
6.86524 9.68663 686.525 0 0 0 
8.11672 9.78523 699.737 0 0 0 
9.47007 9.79832 685.065 0 0 0 
10.7002 9.782 704.288 0 0 0 
12.0105 9.79036 701.473 0 0 0 
13.2931 9.74043 706.19 0 0 0 
14.6149 9.76968 700.205 0 0 0 
15.8938 9.78789 706.083 2.42837 0 0 
17.1526 9.79993 717.515 5.20112 0 0 
18.5459 9.81271 691.8 9.76579 0 0 
19.7794 9.71479 709.577 51.9382 0 1 
1.65845 11.0297 688.027 0 0 0 
2.91738 11.0102 699.509 0 0 0 
4.25906 10.9981 687.868 0 0 0 
5.59455 11.0508 679.398 0 0 0 
6.82372 11.0099 698.007 0 0 0 
8.09804 10.9728 704.411 0 0 0 
9.43966 10.9963 693.645 0 0 0 
10.7175 11.0624 702.727 0 0 0 
12.0731 10.9834 684.816 0 0 0 
13.3299 11.0377 700.485 0 0 0 
14.6045 10.9651 704.713 0 0 0 
15.9542 10.9234 691.036 2.42837 0 0 
17.1984 10.9242 712.401 5.34028 0 0 
18.5251 10.8752 727.248 8.85978 0 0 
19.7262 10.7459 987.558 8.97582 0 0 
1.62593 12.3472 701.593 0 0 0 
2.90649 12.2906 704.938 0 0 0 
4.13574 12.2998 725.275 0 0 0 
5.45988 12.2688 717.757 0 0 0 
6.8151 12.258 703.153 0 0 0 
8.1455 12.2629 696.748 0 0 0 
9.42809 12.2277 700.504 0 0 0 
10.709 12.2838 713.543 0 0 0 
11.9928 12.2556 719.282 0 0 0 
13.3273 12.2347 715.179 0 0 0 
14.6365 12.2139 722.222 0 0 0 
15.8396 12.2001 762.329 0 0 0 
17.2347 12.0577 755.186 2.52146 0 0 
18.4069 11.9974 849.379 4.75927 0 0 
19.5536 11.9027 1030.75 2.05098 0 0 
1.63592 13.6093 703.827 0 0 0 
2.93743 13.5835 703.313 0 0 0 
4.1989 13.5017 708.158 0 0 0 
5.49317 13.5654 717.477 0 0 0 
6.81368 13.5324 711.666 0 0 0 
8.07521 13.4788 718.985 0 0 0 
9.42546 13.4699 709.565 0 0 0 
10.6898 13.4955 728.307 0 0 0 
12.0132 13.4846 731.282 0 0 0 
13.3306 13.4639 739.622 0 0 0 
14.5894 13.395 756.583 0 0 0 
15.8232 13.4067 807.766 2.25403 0 0 
17.0459 13.314 850.535 0 0 0 
18.3712 13.2221 930.143 4.59243 0 0 
19.4497 13.0933 1024.13 4.59243 0 0 
1.62334 14.8141 706.99 0 0 0 
2.9347 14.8727 713.849 0 0 0 
4.24782 14.8213 707.833 0 0 0 
5.44578 14.7574 729.088 0 0 0 
6.7923 14.8174 730.295 0 0 0 
8.13451 14.797 724.208 0 0 0 
9.44109 14.7494 723.786 0 0 0 
10.6841 14.7308 744.196 0 0 0 
11.9763 14.7551 766.785 0 0 0 
13.3278 14.6946 768.019 0 0 0 
14.5714 14.6135 789.268 0 0 0 
15.843 14.5496 822.481 2.25403 0 0 
17.0702 14.5456 894.873 0 0 0 
18.2864 14.5126 979.494 0 0 0 
19.4712 14.5102 1082.97 0 0 0 
1.6231 16.1263 719.116 0 0 0 
2.96782 16.0499 702.322 0 0 0 
4.20575 16.0938 728.234 0 0 0 
5.43998 16.104 751.03 0 0 0 
6.79741 16.0244 732.128 0 0 0 
8.12125 16.1313 756.885 0 0 0 
9.33047 16.0894 779.469 2.68675 0 0 
10.6246 15.9993 777.206 0 0 0 
11.9453 15.9709 787.284 0 0 0 
13.2173 15.9739 819.766 0 0 0 
14.5519 15.9555 850.456 0 0 0 
15.8394 15.9121 893.216 1.81969 0 0 
16.987 15.7417 909.993 1.81969 0 0 
18.2163 15.7301 983.973 1.8031 0 0 
19.3758 15.7876 1075.03 1.8031 0 0 
1.66947 17.4312 722.763 0 0 0 
2.92904 17.3805 729.927 0 0 0 
4.19683 17.3759 743.127 0 0 0 
5.50879 17.322 738.933 0 0 0 
6.77809 17.3773 765.942 1.91142 0 0 
8.03637 17.2986 770.046 0 0 0 
9.36411 17.2179 762.002 2.68675 0 0 
10.6754 17.2337 782.124 0 0 0 
11.8808 17.2389 820.502 0 0 0 
13.1474 17.2042 844.445 0 0 0 
14.499 17.2131 882.115 0 0 0 
15.7086 17.131 911.007 0 0 0 
16.9418 17.1012 960.455 0 0 0 
18.2513 17.0438 1014.69 1.96009 0 0 
19.4055 17.0392 1073.08 1.96009 0 0 
1.58167 18.6494 742.853 0 0 0 
2.93222 18.6207 734.189 0 0 0 
4.18614 18.6562 758.857 0 0 0 
5.45573 18.6312 769.813 0 0 0 
6.81924 18.5328 749.062 1.91142 0 0 
8.06072 18.5372 774.263 0 0 0 
9.36389 18.5846 802.735 0 0 0 
10.6294 18.5058 809.466 0 0 0 
11.8852 18.466 829.895 0 0 0 
13.1439 18.5223 880.496 0 0 0 
14.4414 18.4645 903.1 0 0 0 
15.6963 18.4198 937.634 0 0 0 
16.9251 18.3652 973.761 0 0 0 
18.1396 18.3703 1028.81 0 0 0 
19.3677 18.3854 1086.39 0 0 0 
ITEM: TIMESTEP
4000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_fd v_fs c_fg v_d1 
1.8351 0.981456 677.716 0 0 0 
3.1357 0.944785 691.869 0 0 0 
4.43719 0.96412 698.627 0 0 0 
5.62222 0.977064 725.261 0 0 0 
6.97307 0.990662 729.43 0 0 0 
8.25282 1.0443 738.547 0 0 0 
9.5652 1.08779 748.759 0 0 0 
10.8127 1.1326 768.73 0 0 0 
12.1144 1.11367 803.319 0 0 0 
13.415 1.18389 824.623 0 0 0 
14.6605 1.20049 866.944 0 0 0 
15.8785 1.23508 909.694 0 0 0 
17.0869 1.17555 978.153 0 0 0 
18.3841 1.23204 1028.92 3.03309 0 0 
19.503 1.25951 1065.65 3.03309 0 0 
1.85714 2.17965 674.427 0 0 0 
3.07097 2.1998 694.124 0 0 0 
4.44974 2.19424 689.831 0 0 0 
5.63983 2.2275 712.402 0 0 0 
7.009 2.16127 726.217 0 0 0 
8.33353 2.29781 712.619 0 0 0 
9.59185 2.30826 734.956 0 0 0 
10.9011 2.35996 746.793 0 0 0 
12.1028 2.36428 783.949 0 0 0 
13.4478 2.40478 808.672 0 0 0 
14.6519 2.41088 856.648 0 0 0 
15.836 2.55609 874.257 0 0 0 
17.1164 2.51939 946.744 0 0 0 
18.3474 2.66353 980.608 2.92801 0 0 
19.5554 2.60318 1057.39 0 0 0 
1.85508 3.42541 666.878 0 0 0 
3.17393 3.44811 666.278 0 0 0 
4.43338 3.43642 682.254 0 0 0 
5.77685 3.5046 672.551 0 0 0 
6.98351 3.45084 707.265 0 0 0 
8.32898 3.56885 692.626 4.22456 0 0 
9.63521 3.55673 709.31 0 0 0 
10.9051 3.57953 729.555 0 0 0 
12.1828 3.57386 760.575 0 0 0 
13.385 3.67144 781.005 0 0 0 
14.6959 3.68312 821.7 0 0 0 
15.8979 3.75367 862.925 0 0 0 
17.2214 3.80822 923.366 3.69806 0 0 
18.3246 3.78542 1000.02 6.62607 0 0 
19.5284 3.85313 1061.18 0 0 0 
1.90379 4.70044 646.277 0 0 0 
3.15004 4.70369 661.032 0 0 0 
4.5225 4.70723 651.215 0 0 0 
5.72059 4.76724 669.233 0 0 0 
7.06798 4.78276 665.041 0 0 0 
8.37492 4.66068 692.502 4.22456 0 0 
9.65507 4.79393 687.156 0 0 0 
10.9336 4.84613 697.496 0 0 0 
12.2028 4.90115 712.438 0 0 0 
13.4706 4.92595 739.993 0 0 0 
14.8607 4.93855 773.977 0 0 0 
16.0397 5.00509 824.001 0 0 0 
17.2156 5.07038 886.768 0 0 0 
18.4516 5.14882 967.263 0 0 0 
19.6214 5.13061 1065.98 0 0 0 
1.88803 6.03581 635.798 0 0 0 
3.22408 5.93633 639.076 0 0 0 
4.48944 5.98593 644.71 0 0 0 
5.72368 6.00364 660.131 0 0 0 
7.06817 6.0477 650.537 0 0 0 
8.36371 5.98255 665.134 0 0 0 
9.71416 6.10113 647.798 1.91422 0 0 
10.9882 6.03933 672.837 0 0 0 
12.2867 6.13795 672.411 0 0 0 
13.5118 6.16051 701.526 1.97374 0 0 
14.827 6.22184 719.444 0 0 0 
16.0397 6.22298 778.919 0 0 0 
17.2455 6.2736 848.595 0 0 0 
18.5288 6.40621 937.062 10.152 0 0 
19.5706 6.42582 1051.21 7.97004 0 0 
1.8777 7.21768 638.187 0 0 0 
3.14585 7.24747 644.976 0 0 0 
4.50063 7.22826 635.38 0 0 0 
5.80956 7.20344 637.164 0 0 0 
7.11023 7.29612 632.193 0 0 0 
8.42607 7.32111 629.323 0 0 0 
9.65866 7.25592 653.366 1.91422 0 0 
10.9522 7.31118 654.37 0 0 0 
12.3309 7.39691 635.862 0 0 0 
13.6076 7.3102 665.651 1.97374 0 0 
14.8432 7.42346 678.155 2.61815 0 0 
16.1358 7.48046 702.097 2.24731 0 0 
17.4227 7.50994 767.855 0 0 0 
18.6163 7.54851 903.284 6.03406 0 0 
19.7062 7.69881 1046.19 3.85213 0 0 
1.86332 8.40841 639.922 0 0 0 
3.17574 8.4752 635.606 0 0 0 
4.44432 8.46681 643.385 0 0 0 
5.83761 8.56098 619.659 2.52451 0 0 
7.09919 8.50424 630.645 0 0 0 
8.39078 8.49142 633.879 0 0 0 
9.77044 8.52233 615.628 0 0 0 
10.9351 8.47962 649.845 0 0 0 
12.3448 8.63052 618.465 0 0 0 
13.5384 8.57776 647.782 0 0 0 
